state,district,period,enrolment_count
Maharashtra,Latur,2025-02,106
Maharashtra,Latur,2025-03,115
Maharashtra,Latur,2025-04,126
Maharashtra,Latur,2025-05,15
Maharashtra,Latur,2025-06,86
Maharashtra,Latur,2025-07,7
Maharashtra,Latur,2025-08,176
Maharashtra,Latur,2025-09,153
Maharashtra,Latur,2025-10,172
Maharashtra,Latur,2025-11,145
Maharashtra,Latur,2025-12,139
Maharashtra,Latur,NaT,1883
Maharashtra,Mumbai,2025-01,1091
Maharashtra,Mumbai,2025-02,127
Maharashtra,Mumbai,2025-03,157
Maharashtra,Mumbai,2025-04,155
Maharashtra,Mumbai,2025-05,69
Maharashtra,Mumbai,2025-06,91
Maharashtra,Mumbai,2025-07,35
Maharashtra,Mumbai,2025-08,57
Maharashtra,Mumbai,2025-09,182
Maharashtra,Mumbai,2025-10,203
Maharashtra,Mumbai,2025-11,231
Maharashtra,Mumbai,2025-12,252
Maharashtra,Mumbai,NaT,4195
Maharashtra,Mumbai City,2025-01,35
Maharashtra,Mumbai City,2025-02,27
Maharashtra,Mumbai City,2025-03,33
Maharashtra,Mumbai City,2025-04,35
Maharashtra,Mumbai City,2025-05,16
Maharashtra,Mumbai City,2025-06,16
Maharashtra,Mumbai City,2025-07,3
Maharashtra,Mumbai City,2025-08,10
Maharashtra,Mumbai City,2025-09,44
Maharashtra,Mumbai City,2025-10,45
Maharashtra,Mumbai City,2025-11,48
Maharashtra,Mumbai City,2025-12,53
Maharashtra,Mumbai City,NaT,788
Maharashtra,Mumbai Suburban,2025-01,7806
Maharashtra,Mumbai Suburban,2025-02,90
Maharashtra,Mumbai Suburban,2025-03,147
Maharashtra,Mumbai Suburban,2025-04,118
Maharashtra,Mumbai Suburban,2025-05,61
Maharashtra,Mumbai Suburban,2025-06,73
Maharashtra,Mumbai Suburban,2025-07,32
Maharashtra,Mumbai Suburban,2025-08,51
Maharashtra,Mumbai Suburban,2025-09,149
Maharashtra,Mumbai Suburban,2025-10,158
Maharashtra,Mumbai Suburban,2025-11,162
Maharashtra,Mumbai Suburban,2025-12,171
Maharashtra,Mumbai Suburban,NaT,3035
Maharashtra,Mumbai( Sub Urban ),2025-01,8
Maharashtra,Mumbai( Sub Urban ),2025-02,4
Maharashtra,Mumbai( Sub Urban ),2025-03,4
Maharashtra,Mumbai( Sub Urban ),2025-04,1
Maharashtra,Mumbai( Sub Urban ),2025-05,4
Maharashtra,Mumbai( Sub Urban ),2025-06,3
Maharashtra,Mumbai( Sub Urban ),2025-07,4
Maharashtra,Mumbai( Sub Urban ),2025-08,1
Maharashtra,Mumbai( Sub Urban ),2025-09,9
Maharashtra,Mumbai( Sub Urban ),2025-10,5
Maharashtra,Mumbai( Sub Urban ),2025-11,6
Maharashtra,Mumbai( Sub Urban ),2025-12,7
Maharashtra,Mumbai( Sub Urban ),NaT,107
Maharashtra,Nagpur,2025-01,2096
Maharashtra,Nagpur,2025-02,158
Maharashtra,Nagpur,2025-03,187
Maharashtra,Nagpur,2025-04,150
Maharashtra,Nagpur,2025-05,23
Maharashtra,Nagpur,2025-06,70
Maharashtra,Nagpur,2025-07,31
Maharashtra,Nagpur,2025-08,182
Maharashtra,Nagpur,2025-09,186
Maharashtra,Nagpur,2025-10,239
Maharashtra,Nagpur,2025-11,175
Maharashtra,Nagpur,2025-12,205
Maharashtra,Nagpur,NaT,2937
Maharashtra,Nanded,2025-01,3636
Maharashtra,Nanded,2025-02,139
Maharashtra,Nanded,2025-03,201
Maharashtra,Nanded,2025-04,183
Maharashtra,Nanded,2025-05,13
Maharashtra,Nanded,2025-06,96
Maharashtra,Nanded,2025-07,7
Maharashtra,Nanded,2025-08,204
Maharashtra,Nanded,2025-09,252
Maharashtra,Nanded,2025-10,182
Maharashtra,Nanded,2025-11,173
Maharashtra,Nanded,2025-12,187
Maharashtra,Nanded,NaT,2924
Maharashtra,Nandurbar,2025-01,3928
Maharashtra,Nandurbar,2025-02,135
Maharashtra,Nandurbar,2025-03,158
Maharashtra,Nandurbar,2025-04,87
Maharashtra,Nandurbar,2025-05,25
Maharashtra,Nandurbar,2025-06,35
Maharashtra,Nandurbar,2025-08,134
Maharashtra,Nandurbar,2025-09,184
Maharashtra,Nandurbar,2025-10,156
Maharashtra,Nandurbar,2025-11,139
Maharashtra,Nandurbar,2025-12,153
Maharashtra,Nandurbar,NaT,2490
Maharashtra,Nandurbar *,2025-01,2
Maharashtra,Nandurbar *,2025-02,3
Maharashtra,Nandurbar *,2025-03,2
Maharashtra,Nandurbar *,2025-04,2
Maharashtra,Nandurbar *,2025-05,1
Maharashtra,Nandurbar *,2025-06,3
Maharashtra,Nandurbar *,2025-08,4
Maharashtra,Nandurbar *,2025-09,5
Maharashtra,Nandurbar *,2025-10,3
Maharashtra,Nandurbar *,2025-11,3
Maharashtra,Nandurbar *,2025-12,3
Maharashtra,Nandurbar *,NaT,51
Maharashtra,Nashik,2025-01,5161
Maharashtra,Nashik,2025-02,442
Maharashtra,Nashik,2025-03,376
Maharashtra,Nashik,2025-04,320
Maharashtra,Nashik,2025-05,25
Maharashtra,Nashik,2025-06,53
Maharashtra,Nashik,2025-07,29
Maharashtra,Nashik,2025-08,413
Maharashtra,Nashik,2025-09,382
Maharashtra,Nashik,2025-10,325
Maharashtra,Nashik,2025-11,370
Maharashtra,Nashik,2025-12,429
Maharashtra,Nashik,NaT,5440
Maharashtra,Osmanabad,2025-01,400
Maharashtra,Osmanabad,2025-02,64
Maharashtra,Osmanabad,2025-03,92
Maharashtra,Osmanabad,2025-04,69
Maharashtra,Osmanabad,2025-05,2
Maharashtra,Osmanabad,2025-06,30
Maharashtra,Osmanabad,2025-08,95
Maharashtra,Osmanabad,2025-09,95
Maharashtra,Osmanabad,2025-10,75
Maharashtra,Osmanabad,2025-11,66
Maharashtra,Osmanabad,2025-12,92
Maharashtra,Osmanabad,NaT,1100
Maharashtra,Palghar,2025-01,2454
Maharashtra,Palghar,2025-02,81
Maharashtra,Palghar,2025-03,103
Maharashtra,Palghar,2025-04,86
Maharashtra,Palghar,2025-05,14
Maharashtra,Palghar,2025-06,61
Maharashtra,Palghar,2025-07,25
Maharashtra,Palghar,2025-08,169
Maharashtra,Palghar,2025-09,187
Maharashtra,Palghar,2025-10,187
Maharashtra,Palghar,2025-11,174
Maharashtra,Palghar,2025-12,170
Maharashtra,Palghar,NaT,2593
Maharashtra,Parbhani,2025-01,726
Maharashtra,Parbhani,2025-02,112
Maharashtra,Parbhani,2025-03,105
Maharashtra,Parbhani,2025-04,115
Maharashtra,Parbhani,2025-05,7
Maharashtra,Parbhani,2025-06,22
Maharashtra,Parbhani,2025-07,8
Maharashtra,Parbhani,2025-08,119
Maharashtra,Parbhani,2025-09,131
Maharashtra,Parbhani,2025-10,123
Maharashtra,Parbhani,2025-11,91
Maharashtra,Parbhani,2025-12,120
Maharashtra,Parbhani,NaT,1769
Maharashtra,Pune,2025-01,6537
Maharashtra,Pune,2025-02,334
Maharashtra,Pune,2025-03,366
Maharashtra,Pune,2025-04,345
Maharashtra,Pune,2025-05,121
Maharashtra,Pune,2025-06,126
Maharashtra,Pune,2025-07,64
Maharashtra,Pune,2025-08,375
Maharashtra,Pune,2025-09,443
Maharashtra,Pune,2025-10,488
Maharashtra,Pune,2025-11,415
Maharashtra,Pune,2025-12,486
Maharashtra,Pune,NaT,7135
Maharashtra,Raigad,2025-01,1517
Maharashtra,Raigad,2025-02,14
Maharashtra,Raigad,2025-03,24
Maharashtra,Raigad,2025-04,24
Maharashtra,Raigad,2025-05,11
Maharashtra,Raigad,2025-06,17
Maharashtra,Raigad,2025-07,5
Maharashtra,Raigad,2025-08,24
Maharashtra,Raigad,2025-09,26
Maharashtra,Raigad,2025-10,29
Maharashtra,Raigad,2025-11,31
Maharashtra,Raigad,2025-12,39
Maharashtra,Raigad,NaT,607
Maharashtra,Raigarh,2025-01,27
Maharashtra,Raigarh,2025-02,27
Maharashtra,Raigarh,2025-03,65
Maharashtra,Raigarh,2025-04,58
Maharashtra,Raigarh,2025-05,39
Maharashtra,Raigarh,2025-06,28
Maharashtra,Raigarh,2025-07,5
Maharashtra,Raigarh,2025-08,69
Maharashtra,Raigarh,2025-09,84
Maharashtra,Raigarh,2025-10,103
Maharashtra,Raigarh,2025-11,100
Maharashtra,Raigarh,2025-12,104
Maharashtra,Raigarh,NaT,1759
Maharashtra,Raigarh(Mh),2025-08,3
Maharashtra,Raigarh(Mh),2025-09,1
Maharashtra,Raigarh(Mh),2025-10,4
Maharashtra,Raigarh(Mh),2025-11,2
Maharashtra,Raigarh(Mh),2025-12,3
Maharashtra,Raigarh(Mh),NaT,28
Maharashtra,Ratnagiri,2025-01,16
Maharashtra,Ratnagiri,2025-02,5
Maharashtra,Ratnagiri,2025-03,31
Maharashtra,Ratnagiri,2025-04,31
Maharashtra,Ratnagiri,2025-05,12
Maharashtra,Ratnagiri,2025-06,16
Maharashtra,Ratnagiri,2025-07,2
Maharashtra,Ratnagiri,2025-08,36
Maharashtra,Ratnagiri,2025-09,45
Maharashtra,Ratnagiri,2025-10,47
Maharashtra,Ratnagiri,2025-11,47
Maharashtra,Ratnagiri,2025-12,44
Maharashtra,Ratnagiri,NaT,801
Maharashtra,Sangli,2025-01,2296
Maharashtra,Sangli,2025-02,95
Maharashtra,Sangli,2025-03,131
Maharashtra,Sangli,2025-04,99
Maharashtra,Sangli,2025-05,12
Maharashtra,Sangli,2025-06,33
Maharashtra,Sangli,2025-07,1
Maharashtra,Sangli,2025-08,127
Maharashtra,Sangli,2025-09,133
Maharashtra,Sangli,2025-10,122
Maharashtra,Sangli,2025-11,151
Maharashtra,Sangli,2025-12,147
Maharashtra,Sangli,NaT,1547
Maharashtra,Satara,2025-01,1107
Maharashtra,Satara,2025-02,74
Maharashtra,Satara,2025-03,82
Maharashtra,Satara,2025-04,93
Maharashtra,Satara,2025-05,10
Maharashtra,Satara,2025-06,19
Maharashtra,Satara,2025-07,8
Maharashtra,Satara,2025-08,75
Maharashtra,Satara,2025-09,89
Maharashtra,Satara,2025-10,69
Maharashtra,Satara,2025-11,77
Maharashtra,Satara,2025-12,77
Maharashtra,Satara,NaT,1180
Maharashtra,Sindhudurg,2025-01,7
Maharashtra,Sindhudurg,2025-02,11
Maharashtra,Sindhudurg,2025-03,10
Maharashtra,Sindhudurg,2025-04,18
Maharashtra,Sindhudurg,2025-05,10
Maharashtra,Sindhudurg,2025-06,5
Maharashtra,Sindhudurg,2025-07,1
Maharashtra,Sindhudurg,2025-08,15
Maharashtra,Sindhudurg,2025-09,17
Maharashtra,Sindhudurg,2025-10,18
Maharashtra,Sindhudurg,2025-11,19
Maharashtra,Sindhudurg,2025-12,26
Maharashtra,Sindhudurg,NaT,335
Maharashtra,Solapur,2025-01,2014
Maharashtra,Solapur,2025-02,181
Maharashtra,Solapur,2025-03,216
Maharashtra,Solapur,2025-04,177
Maharashtra,Solapur,2025-05,31
Maharashtra,Solapur,2025-06,66
Maharashtra,Solapur,2025-07,14
Maharashtra,Solapur,2025-08,203
Maharashtra,Solapur,2025-09,242
Maharashtra,Solapur,2025-10,199
Maharashtra,Solapur,2025-11,173
Maharashtra,Solapur,2025-12,177
Maharashtra,Solapur,NaT,2798
Maharashtra,Thane,2025-01,17831
Maharashtra,Thane,2025-02,210
Maharashtra,Thane,2025-03,348
Maharashtra,Thane,2025-04,307
Maharashtra,Thane,2025-05,115
Maharashtra,Thane,2025-06,205
Maharashtra,Thane,2025-07,101
Maharashtra,Thane,2025-08,302
Maharashtra,Thane,2025-09,464
Maharashtra,Thane,2025-10,477
Maharashtra,Thane,2025-11,468
Maharashtra,Thane,2025-12,490
Maharashtra,Thane,NaT,8146
Maharashtra,Wardha,2025-01,14
Maharashtra,Wardha,2025-02,31
Maharashtra,Wardha,2025-03,39
Maharashtra,Wardha,2025-04,28
Maharashtra,Wardha,2025-05,4
Maharashtra,Wardha,2025-06,22
Maharashtra,Wardha,2025-08,46
Maharashtra,Wardha,2025-09,67
Maharashtra,Wardha,2025-10,54
Maharashtra,Wardha,2025-11,22
Maharashtra,Wardha,2025-12,45
Maharashtra,Wardha,NaT,563
Maharashtra,Washim,2025-01,696
Maharashtra,Washim,2025-02,39
Maharashtra,Washim,2025-03,54
Maharashtra,Washim,2025-04,40
Maharashtra,Washim,2025-06,18
Maharashtra,Washim,2025-08,66
Maharashtra,Washim,2025-09,72
Maharashtra,Washim,2025-10,68
Maharashtra,Washim,2025-11,35
Maharashtra,Washim,2025-12,28
Maharashtra,Washim,NaT,747
Maharashtra,Washim *,2025-03,1
Maharashtra,Washim *,2025-04,1
Maharashtra,Washim *,2025-08,1
Maharashtra,Washim *,2025-12,1
Maharashtra,Washim *,NaT,13
Maharashtra,Yavatmal,2025-01,1716
Maharashtra,Yavatmal,2025-02,120
Maharashtra,Yavatmal,2025-03,107
Maharashtra,Yavatmal,2025-04,111
Maharashtra,Yavatmal,2025-05,3
Maharashtra,Yavatmal,2025-06,32
Maharashtra,Yavatmal,2025-08,170
Maharashtra,Yavatmal,2025-09,149
Maharashtra,Yavatmal,2025-10,135
Maharashtra,Yavatmal,2025-11,133
Maharashtra,Yavatmal,2025-12,120
Maharashtra,Yavatmal,NaT,1861
Manipur,Bishnupur,2025-01,199
Manipur,Bishnupur,2025-02,15
Manipur,Bishnupur,2025-03,17
Manipur,Bishnupur,2025-04,18
Manipur,Bishnupur,2025-05,8
Manipur,Bishnupur,2025-06,11
Manipur,Bishnupur,2025-07,4
Manipur,Bishnupur,2025-08,13
Manipur,Bishnupur,2025-09,6
Manipur,Bishnupur,2025-10,18
Manipur,Bishnupur,2025-11,25
Manipur,Bishnupur,2025-12,8
Manipur,Bishnupur,NaT,296
Manipur,Chandel,2025-01,31
Manipur,Chandel,2025-02,40
Manipur,Chandel,2025-03,21
Manipur,Chandel,2025-04,20
Manipur,Chandel,2025-05,4
Manipur,Chandel,2025-06,6
Manipur,Chandel,2025-08,1
Manipur,Chandel,2025-09,10
Manipur,Chandel,2025-10,14
Manipur,Chandel,2025-11,6
Manipur,Chandel,2025-12,6
Manipur,Chandel,NaT,245
Manipur,Churachandpur,2025-01,2889
Manipur,Churachandpur,2025-02,20
Manipur,Churachandpur,2025-03,12
Manipur,Churachandpur,2025-04,29
Manipur,Churachandpur,2025-05,28
Manipur,Churachandpur,2025-06,38
Manipur,Churachandpur,2025-07,1
Manipur,Churachandpur,2025-08,15
Manipur,Churachandpur,2025-09,17
Manipur,Churachandpur,2025-10,47
Manipur,Churachandpur,2025-11,23
Manipur,Churachandpur,2025-12,13
Manipur,Churachandpur,NaT,736
Manipur,Imphal East,2025-01,19
Manipur,Imphal East,2025-02,17
Manipur,Imphal East,2025-03,11
Manipur,Imphal East,2025-04,21
Manipur,Imphal East,2025-05,13
Manipur,Imphal East,2025-06,17
Manipur,Imphal East,2025-07,8
Manipur,Imphal East,2025-08,12
Manipur,Imphal East,2025-09,10
Manipur,Imphal East,2025-10,16
Manipur,Imphal East,2025-11,17
Manipur,Imphal East,2025-12,8
Manipur,Imphal East,NaT,320
Manipur,Imphal West,2025-01,123
Manipur,Imphal West,2025-02,15
Manipur,Imphal West,2025-03,13
Manipur,Imphal West,2025-04,12
Manipur,Imphal West,2025-05,11
Manipur,Imphal West,2025-06,9
Manipur,Imphal West,2025-07,2
Manipur,Imphal West,2025-08,16
Manipur,Imphal West,2025-09,20
Manipur,Imphal West,2025-10,11
Manipur,Imphal West,2025-11,17
Manipur,Imphal West,2025-12,12
Manipur,Imphal West,NaT,295
Manipur,Jiribam,2025-01,1
Manipur,Jiribam,2025-02,2
Manipur,Jiribam,2025-04,1
Manipur,Jiribam,2025-06,1
Manipur,Jiribam,2025-07,1
Manipur,Jiribam,2025-08,6
Manipur,Jiribam,2025-09,1
Manipur,Jiribam,2025-10,4
Manipur,Jiribam,2025-11,1
Manipur,Jiribam,2025-12,1
Manipur,Jiribam,NaT,51
Manipur,Kakching,2025-01,2
Manipur,Kakching,2025-02,5
Manipur,Kakching,2025-03,3
Manipur,Kakching,2025-05,4
Manipur,Kakching,2025-07,1
Manipur,Kakching,2025-08,1
Manipur,Kakching,2025-09,3
Manipur,Kakching,2025-12,1
Manipur,Kakching,NaT,35
Manipur,Pherzawl,NaT,8
Manipur,Senapati,2025-01,31
Manipur,Senapati,2025-02,44
Manipur,Senapati,2025-03,19
Manipur,Senapati,2025-04,17
Manipur,Senapati,2025-05,21
Manipur,Senapati,2025-06,51
Manipur,Senapati,2025-08,23
Manipur,Senapati,2025-09,9
Manipur,Senapati,2025-10,23
Manipur,Senapati,2025-11,32
Manipur,Senapati,2025-12,10
Manipur,Senapati,NaT,558
Manipur,Tamenglong,2025-01,22
Manipur,Tamenglong,2025-02,21
Manipur,Tamenglong,2025-03,19
Manipur,Tamenglong,2025-04,21
Manipur,Tamenglong,2025-05,5
Manipur,Tamenglong,2025-06,10
Manipur,Tamenglong,2025-08,23
Manipur,Tamenglong,2025-09,6
Manipur,Tamenglong,2025-10,6
Manipur,Tamenglong,2025-11,28
Manipur,Tamenglong,2025-12,14
Manipur,Tamenglong,NaT,283
Manipur,Thoubal,2025-01,18
Manipur,Thoubal,2025-02,16
Manipur,Thoubal,2025-03,18
Manipur,Thoubal,2025-04,20
Manipur,Thoubal,2025-05,12
Manipur,Thoubal,2025-06,11
Manipur,Thoubal,2025-07,26
Manipur,Thoubal,2025-08,9
Manipur,Thoubal,2025-09,15
Manipur,Thoubal,2025-10,17
Manipur,Thoubal,2025-11,11
Manipur,Thoubal,2025-12,11
Manipur,Thoubal,NaT,241
Manipur,Ukhrul,2025-01,7
Manipur,Ukhrul,2025-02,12
Manipur,Ukhrul,2025-03,16
Manipur,Ukhrul,2025-04,12
Manipur,Ukhrul,2025-05,8
Manipur,Ukhrul,2025-06,18
Manipur,Ukhrul,2025-08,11
Manipur,Ukhrul,2025-09,8
Manipur,Ukhrul,2025-10,15
Manipur,Ukhrul,2025-11,7
Manipur,Ukhrul,2025-12,11
Manipur,Ukhrul,NaT,238
Meghalaya,East Garo Hills,2025-01,4790
Meghalaya,East Garo Hills,2025-02,60
Meghalaya,East Garo Hills,2025-03,57
Meghalaya,East Garo Hills,2025-04,51
Meghalaya,East Garo Hills,2025-05,20
Meghalaya,East Garo Hills,2025-08,45
Meghalaya,East Garo Hills,2025-09,38
Meghalaya,East Garo Hills,2025-10,29
Meghalaya,East Garo Hills,2025-11,41
Meghalaya,East Garo Hills,2025-12,33
Meghalaya,East Garo Hills,NaT,519
Meghalaya,East Jaintia Hills,2025-01,4242
Meghalaya,East Jaintia Hills,2025-02,30
Meghalaya,East Jaintia Hills,2025-03,30
Meghalaya,East Jaintia Hills,2025-04,28
Meghalaya,East Jaintia Hills,2025-05,18
Meghalaya,East Jaintia Hills,2025-08,24
Meghalaya,East Jaintia Hills,2025-09,10
Meghalaya,East Jaintia Hills,2025-10,28
Meghalaya,East Jaintia Hills,2025-11,17
Meghalaya,East Jaintia Hills,2025-12,17
Meghalaya,East Jaintia Hills,NaT,312
Meghalaya,East Khasi Hills,2025-01,22611
Meghalaya,East Khasi Hills,2025-02,224
Meghalaya,East Khasi Hills,2025-03,93
Meghalaya,East Khasi Hills,2025-04,87
Meghalaya,East Khasi Hills,2025-05,165
Meghalaya,East Khasi Hills,2025-06,30
Meghalaya,East Khasi Hills,2025-07,4
Meghalaya,East Khasi Hills,2025-08,113
Meghalaya,East Khasi Hills,2025-09,148
Meghalaya,East Khasi Hills,2025-10,114
Meghalaya,East Khasi Hills,2025-11,81
Meghalaya,East Khasi Hills,2025-12,134
Meghalaya,East Khasi Hills,NaT,2069
Meghalaya,Eastern West Khasi Hills,2025-01,3
Meghalaya,Eastern West Khasi Hills,2025-02,5
Meghalaya,Eastern West Khasi Hills,2025-03,2
Meghalaya,Eastern West Khasi Hills,2025-04,7
Meghalaya,Eastern West Khasi Hills,2025-05,4
Meghalaya,Eastern West Khasi Hills,2025-06,2
Meghalaya,Eastern West Khasi Hills,2025-08,1
Meghalaya,Eastern West Khasi Hills,2025-09,3
Meghalaya,Eastern West Khasi Hills,2025-10,5
Meghalaya,Eastern West Khasi Hills,2025-11,5
Meghalaya,Eastern West Khasi Hills,2025-12,6
Meghalaya,Eastern West Khasi Hills,NaT,103
Meghalaya,Jaintia Hills,NaT,3
Meghalaya,Kamrup,2025-01,143
Meghalaya,North Garo Hills,2025-01,2094
Meghalaya,North Garo Hills,2025-02,24
Meghalaya,North Garo Hills,2025-03,26
Meghalaya,North Garo Hills,2025-04,38
Meghalaya,North Garo Hills,2025-05,14
Meghalaya,North Garo Hills,2025-08,19
Meghalaya,North Garo Hills,2025-09,18
Meghalaya,North Garo Hills,2025-10,15
Meghalaya,North Garo Hills,2025-11,35
Meghalaya,North Garo Hills,2025-12,16
Meghalaya,North Garo Hills,NaT,309
Meghalaya,Ri Bhoi,2025-01,7206
Meghalaya,Ri Bhoi,2025-02,63
Meghalaya,Ri Bhoi,2025-03,36
Meghalaya,Ri Bhoi,2025-04,49
Meghalaya,Ri Bhoi,2025-05,39
Meghalaya,Ri Bhoi,2025-06,5
Meghalaya,Ri Bhoi,2025-08,50
Meghalaya,Ri Bhoi,2025-09,51
Meghalaya,Ri Bhoi,2025-10,55
Meghalaya,Ri Bhoi,2025-11,36
Meghalaya,Ri Bhoi,2025-12,59
Meghalaya,Ri Bhoi,NaT,672
Meghalaya,South Garo Hills,2025-01,3197
Meghalaya,South Garo Hills,2025-02,69
Meghalaya,South Garo Hills,2025-03,29
Meghalaya,South Garo Hills,2025-04,35
Meghalaya,South Garo Hills,2025-05,15
Meghalaya,South Garo Hills,2025-08,32
Meghalaya,South Garo Hills,2025-09,46
Meghalaya,South Garo Hills,2025-10,27
Meghalaya,South Garo Hills,2025-11,32
Meghalaya,South Garo Hills,2025-12,35
Meghalaya,South Garo Hills,NaT,501
Meghalaya,South West Garo Hills,2025-01,4065
Meghalaya,South West Garo Hills,2025-02,42
Meghalaya,South West Garo Hills,2025-03,21
Meghalaya,South West Garo Hills,2025-04,25
Meghalaya,South West Garo Hills,2025-05,28
Meghalaya,South West Garo Hills,2025-08,51
Meghalaya,South West Garo Hills,2025-09,28
Meghalaya,South West Garo Hills,2025-10,33
Meghalaya,South West Garo Hills,2025-11,17
Meghalaya,South West Garo Hills,2025-12,27
Meghalaya,South West Garo Hills,NaT,303
Meghalaya,South West Khasi Hills,2025-01,2661
Meghalaya,South West Khasi Hills,2025-02,10
Meghalaya,South West Khasi Hills,2025-03,6
Meghalaya,South West Khasi Hills,2025-04,15
Meghalaya,South West Khasi Hills,2025-05,12
Meghalaya,South West Khasi Hills,2025-06,1
Meghalaya,South West Khasi Hills,2025-08,13
Meghalaya,South West Khasi Hills,2025-09,15
Meghalaya,South West Khasi Hills,2025-10,10
Meghalaya,South West Khasi Hills,2025-11,11
Meghalaya,South West Khasi Hills,2025-12,21
Meghalaya,South West Khasi Hills,NaT,211
Meghalaya,West Garo Hills,2025-01,12834
Meghalaya,West Garo Hills,2025-02,60
Meghalaya,West Garo Hills,2025-03,66
Meghalaya,West Garo Hills,2025-04,68
Meghalaya,West Garo Hills,2025-05,47
Meghalaya,West Garo Hills,2025-06,11
Meghalaya,West Garo Hills,2025-08,53
Meghalaya,West Garo Hills,2025-09,70
Meghalaya,West Garo Hills,2025-10,57
Meghalaya,West Garo Hills,2025-11,44
Meghalaya,West Garo Hills,2025-12,88
Meghalaya,West Garo Hills,NaT,1068
Meghalaya,West Jaintia Hills,2025-01,9227
Meghalaya,West Jaintia Hills,2025-02,40
Meghalaya,West Jaintia Hills,2025-03,63
Meghalaya,West Jaintia Hills,2025-04,49
Meghalaya,West Jaintia Hills,2025-05,65
Meghalaya,West Jaintia Hills,2025-06,2
Meghalaya,West Jaintia Hills,2025-08,69
Meghalaya,West Jaintia Hills,2025-09,65
Meghalaya,West Jaintia Hills,2025-10,36
Meghalaya,West Jaintia Hills,2025-11,29
Meghalaya,West Jaintia Hills,2025-12,60
Meghalaya,West Jaintia Hills,NaT,1231
Meghalaya,West Khasi Hills,2025-01,12969
Meghalaya,West Khasi Hills,2025-02,59
Meghalaya,West Khasi Hills,2025-03,78
Meghalaya,West Khasi Hills,2025-04,39
Meghalaya,West Khasi Hills,2025-05,69
Meghalaya,West Khasi Hills,2025-06,16
Meghalaya,West Khasi Hills,2025-08,46
Meghalaya,West Khasi Hills,2025-09,63
Meghalaya,West Khasi Hills,2025-10,37
Meghalaya,West Khasi Hills,2025-11,49
Meghalaya,West Khasi Hills,2025-12,40
Meghalaya,West Khasi Hills,NaT,1599
Mizoram,Aizawl,2025-01,17
Mizoram,Aizawl,2025-02,25
Mizoram,Aizawl,2025-03,14
Mizoram,Aizawl,2025-04,17
Mizoram,Aizawl,2025-05,8
Mizoram,Aizawl,2025-06,9
Mizoram,Aizawl,2025-07,3
Mizoram,Aizawl,2025-08,13
Mizoram,Aizawl,2025-09,27
Mizoram,Aizawl,2025-10,23
Mizoram,Aizawl,2025-11,7
Mizoram,Aizawl,2025-12,17
Mizoram,Aizawl,NaT,388
Mizoram,Champhai,2025-01,679
Mizoram,Champhai,2025-02,8
Mizoram,Champhai,2025-03,7
Mizoram,Champhai,2025-04,15
Mizoram,Champhai,2025-05,6
Mizoram,Champhai,2025-06,2
Mizoram,Champhai,2025-08,9
Mizoram,Champhai,2025-09,32
Mizoram,Champhai,2025-10,2
Mizoram,Champhai,2025-11,1
Mizoram,Champhai,2025-12,8
Mizoram,Champhai,NaT,193
Mizoram,Hnahthial,NaT,1
Mizoram,Khawzawl,2025-03,1
Mizoram,Khawzawl,2025-04,1
Mizoram,Khawzawl,2025-06,1
Mizoram,Khawzawl,2025-10,1
Mizoram,Khawzawl,NaT,20
Mizoram,Kolasib,2025-01,87
Mizoram,Kolasib,2025-02,5
Mizoram,Kolasib,2025-03,2
Mizoram,Kolasib,2025-05,2
Mizoram,Kolasib,2025-06,2
Mizoram,Kolasib,2025-08,4
Mizoram,Kolasib,2025-09,5
Mizoram,Kolasib,2025-10,1
Mizoram,Kolasib,2025-11,6
Mizoram,Kolasib,2025-12,1
Mizoram,Kolasib,NaT,84
Mizoram,Lawngtlai,2025-01,886
Mizoram,Lawngtlai,2025-02,8
Mizoram,Lawngtlai,2025-03,9
Mizoram,Lawngtlai,2025-04,9
Mizoram,Lawngtlai,2025-05,5
Mizoram,Lawngtlai,2025-06,9
Mizoram,Lawngtlai,2025-08,6
Mizoram,Lawngtlai,2025-09,29
Mizoram,Lawngtlai,2025-10,42
Mizoram,Lawngtlai,2025-11,17
Mizoram,Lawngtlai,2025-12,3
Mizoram,Lawngtlai,NaT,180
Mizoram,Lunglei,2025-01,321
Mizoram,Lunglei,2025-02,5
Mizoram,Lunglei,2025-03,9
Mizoram,Lunglei,2025-04,2
Mizoram,Lunglei,2025-06,4
Mizoram,Lunglei,2025-08,8
Mizoram,Lunglei,2025-09,4
Mizoram,Lunglei,2025-10,4
Mizoram,Lunglei,2025-11,4
Mizoram,Lunglei,2025-12,1
Mizoram,Lunglei,NaT,123
Mizoram,Mamit,2025-01,2
Mizoram,Mamit,2025-02,2
Mizoram,Mamit,2025-03,3
Mizoram,Mamit,2025-04,5
Mizoram,Mamit,2025-06,1
Mizoram,Mamit,2025-10,1
Mizoram,Mamit,2025-12,1
Mizoram,Mamit,NaT,86
Mizoram,Mammit,2025-02,1
Mizoram,Mammit,2025-04,1
Mizoram,Mammit,2025-06,1
Mizoram,Mammit,2025-10,1
Mizoram,Mammit,2025-11,1
Mizoram,Mammit,NaT,36
Mizoram,Saiha,2025-01,341
Mizoram,Saiha,2025-02,1
Mizoram,Saiha,2025-03,6
Mizoram,Saiha,2025-04,1
Mizoram,Saiha,2025-05,3
Mizoram,Saiha,2025-06,3
